,Village,Group ID,Member ID,Branch Name,Circle Name,Loan Amount,Product Type,Name of Model,Product Detail,Institution Name,Manufacturer Name,Loan Account Number,Loan Application Date,Product Installed Date,Document Signature Date,loan_id,household_id,product_id,branch_id,partner_id
2339,3ne Ward,206162,13,Arkalgud,KASABA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,175712,2018-09-28T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-28T00:00:00+05:30,68-175712,206162-13,35.0,65.0,1
2340,SIRSI (A),921885,9,Bidar,SIRSI (A),2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,119767,2018-09-01T00:00:00+05:30,2018-09-07T00:00:00+05:30,2018-09-01T00:00:00+05:30,155-119767,921885-9,38.0,143.0,1
2341,KASABA,332465,10,Hosadurga,KASABA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,143693,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,78-143693,332465-10,38.0,75.0,1
2342,Harohalli,565714,7,Kolar,Nagarasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,175492,2018-02-14T00:00:00+05:30,2018-02-14T00:00:00+05:30,2018-02-14T00:00:00+05:30,142-175492,565714-7,38.0,131.0,1
2343,BALLENAHALLI,380992,1,Krishnarajapete,BHUKANAKERE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,202819,2018-10-25T000000+0530,2018-11-02T000000+0530,2018-10-25T000000+0530,103-202819,380992-1,38.0,95.0,1
2344,Bijapur CMC,936589,1,Bijapur,VIJAYAPUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,118488,2018-11-15T000000+0530,2018-11-20T000000+0530,2018-11-15T000000+0530,158-118488,936589-1,38.0,146.0,1
2345,Narayanapura,387513,5,Pandavapura,CHINAKURALI,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,133698,2018-05-29T00:00:00+05:30,2018-06-04T00:00:00+05:30,2018-05-29T00:00:00+05:30,104-133698,387513-5,37.0,96.0,1
2346,5 Kodithota,890797,1,Mangalore Urban,Ullala,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,304685,2019-03-09T00:00:00+05:30,2019-03-12T00:00:00+05:30,2019-03-09T00:00:00+05:30,7-304685,890797-1,38.0,7.0,1
2347,SHRAVANABELAGOLA,371424,11,Channarayapatna,SHRAVANABELAGOLA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,202466,2018-07-02T00:00:00+05:30,2018-07-09T00:00:00+05:30,2018-07-02T00:00:00+05:30,101-202466,371424-11,38.0,93.0,1
2348,Kanvihonnapura,100785,1,Dharwad,Dummawad,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,258117,2019-03-14T00:00:00+05:30,2019-03-15T00:00:00+05:30,2019-03-14T00:00:00+05:30,30-258117,100785-1,38.0,30.0,1
2349,Appenahalli,440172,8,Kudligi,Gudekote,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,190389,2019-02-11T00:00:00+05:30,2019-03-15T00:00:00+05:30,2019-02-11T00:00:00+05:30,115-190389,440172-8,38.0,107.0,1
2350,23 Ward,585063,7,Shrinivasapura,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,188777,2019-03-26T00:00:00+05:30,2019-03-27T00:00:00+05:30,2019-03-26T00:00:00+05:30,146-188777,585063-7,38.0,135.0,1
2351,Hatti,465077,10,Lingsugar,Hatti,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,112569,2018-09-25T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-25T00:00:00+05:30,120-112569,465077-10,38.0,112.0,1
2352,SM Krishnagara,107575,3,Hubli,Gabbur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,377330,2019-03-03T00:00:00+05:30,2019-03-08T00:00:00+05:30,2019-03-03T00:00:00+05:30,31-377330,107575-3,38.0,31.0,1
2353,Pillanagiri,750280,7,Shimoga,Pillangeri,26000,Solar Light Selco,SB8HLS,8 CFL,SKDRDP,SELCO,625730,2018-01-05T00:00:00+05:30,2018-01-08T00:00:00+05:30,2018-01-05T00:00:00+05:30,23-625730,750280-7,47.0,23.0,1
2354,Chithrahalli,316566,9,Holalkere,HD Pura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,143124,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,80-143124,316566-9,38.0,77.0,1
2355,Gondi,176216,9,Hanagal,Thiluvalli,14500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,91291,2018-09-07T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-07T00:00:00+05:30,65-91291,176216-9,36.0,62.0,1
2356,Bommagatta,425848,2,Sandoor,BOMMAGATTA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,146240,2018-11-14T000000+0530,2018-11-14T000000+0530,2018-11-14T000000+0530,112-146240,425848-2,38.0,104.0,1
2357,Lakkavalli,843236,5,Tarikere,LAKKAVALLI,12800,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,257756,2017-12-19T00:00:00+05:30,2017-12-28T00:00:00+05:30,2017-12-19T00:00:00+05:30,19-257756,843236-5,36.0,19.0,1
2358,Gubbi,10272,10,Gubbi,Gubbi,13800,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,76032,2017-10-09T00:00:00+05:30,2017-10-12T00:00:00+05:30,2017-10-09T00:00:00+05:30,60-76032,10272-10,36.0,58.0,1
2359,Maruthipura,782213,5,Hosanagar,Maruthipura,8000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,307839,2018-06-29T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-06-29T00:00:00+05:30,15-307839,782213-5,35.0,15.0,1
2360,Shivani,930929,1,Bhalki,Bhatambra,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,101872,2018-11-15T000000+0530,2018-11-21T000000+0530,2018-11-15T000000+0530,157-101872,930929-1,38.0,145.0,1
2361,Devikera,996896,2,Shorapur,surapur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,100579,2019-01-01T00:00:00+05:30,2019-01-07T00:00:00+05:30,2019-01-01T00:00:00+05:30,170-100579,996896-2,38.0,158.0,1
2362,Mavinakere,20119,8,Turuvekere,Mayasandra,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,151320,2019-02-28T00:00:00+05:30,2019-03-01T00:00:00+05:30,2019-02-28T00:00:00+05:30,58-151320,20119-8,38.0,56.0,1
2363,Yarazarvi,66640,13,Saundatti,Sattigeri,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,109716,2018-09-04T00:00:00+05:30,2018-09-05T00:00:00+05:30,2018-09-04T00:00:00+05:30,49-109716,66640-13,38.0,47.0,1
2364,Bharathinagara,396767,6,Maddur,BHARATHINAGAR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168514,2018-09-10T00:00:00+05:30,2018-09-11T00:00:00+05:30,2018-09-10T00:00:00+05:30,106-168514,396767-6,38.0,98.0,1
2365,Asundi,67038,14,Saundatti,Saundatti,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,105877,2018-07-04T00:00:00+05:30,2018-07-09T00:00:00+05:30,2018-07-04T00:00:00+05:30,49-105877,67038-14,38.0,47.0,1
2366,Yadur,785190,5,Hosanagar,Mastikatte,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,333888,2019-03-21T00:00:00+05:30,2019-03-21T00:00:00+05:30,2019-03-21T00:00:00+05:30,15-333888,785190-5,38.0,15.0,1
2367,Dharmapura,320008,1,Hiriyur,Dharmapura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,241297,2018-11-03T000000+0530,2018-11-05T000000+0530,2018-11-03T000000+0530,79-241297,320008-1,38.0,76.0,1
2368,NALLAHALLI-1,601350,6,Kanakapura,UYYAMBALLI,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,87990,2017-10-09T00:00:00+05:30,2017-10-17T00:00:00+05:30,2017-10-09T00:00:00+05:30,149-87990,601350-6,37.0,138.0,1
2369,Aland TMC,960664,3,Aland,Aland,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,68656,2019-03-02T00:00:00+05:30,2019-03-08T00:00:00+05:30,2019-03-02T00:00:00+05:30,163-68656,960664-3,38.0,151.0,1
2370,GANJIGERE,381140,2,Krishnarajapete,BHUKANAKERE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,177890,2018-09-15T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-15T00:00:00+05:30,103-177890,381140-2,38.0,95.0,1
2371,Rajeshwar,1016301,3,Basavakalyan,Rajeshwar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,96831,2018-11-14T000000+0530,2018-11-23T000000+0530,2018-11-14T000000+0530,153-96831,1016301-3,38.0,141.0,1
2372,Kakkesgera,1001092,3,Shahpur,Gogi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,90654,2019-03-16T00:00:00+05:30,2019-03-21T00:00:00+05:30,2019-03-16T00:00:00+05:30,171-90654,1001092-3,38.0,159.0,1
2373,Kudluru,241623,9,Chamarajanagar,MADAPURA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,250112,2018-06-14T00:00:00+05:30,2018-06-21T00:00:00+05:30,2018-06-14T00:00:00+05:30,74-250112,241623-9,43.0,71.0,1
2374,Hirekodi,89824,7,Chikodi,Chikkodi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168611,2018-06-18T00:00:00+05:30,2018-06-18T00:00:00+05:30,2018-06-18T00:00:00+05:30,45-168611,89824-7,38.0,43.0,1
2375,Devara Hippargi,955877,12,Sindagi,Devarahipparagi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,91593,2018-11-16T000000+0530,2018-11-23T000000+0530,2018-11-16T000000+0530,162-91593,955877-12,38.0,150.0,1
2376,Masur,160379,1,Hirekerur,Masur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,79805,2018-08-28T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-28T00:00:00+05:30,64-79805,160379-1,38.0,61.0,1
2377,Bijapur Rural,935277,3,Bijapur,JALANAGAR,20000,Solar Light Selco,SB4HLS,4 CFL,SKDRDP,SELCO,121150,2019-01-10T00:00:00+05:30,2019-01-14T00:00:00+05:30,2019-01-10T00:00:00+05:30,158-121150,935277-3,44.0,146.0,1
2378,Hale Mudigere,862173,28,Moodigere,Mudigere Kasaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,296669,2019-03-05T00:00:00+05:30,2019-03-05T00:00:00+05:30,2019-03-05T00:00:00+05:30,6-296669,862173-28,38.0,6.0,1
2379,34 Kudi,675121,5,Udupi,Kokkarne,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,737492,2018-06-29T00:00:00+05:30,2018-07-05T00:00:00+05:30,2018-06-29T00:00:00+05:30,11-737492,675121-5,50.0,11.0,1
2380,Gangavathi,296041,3,Gangavathi,Gangavathi,8000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,202748,2019-03-16T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-16T00:00:00+05:30,85-202748,296041-3,35.0,82.0,1
2381,Asundi,69155,3,Saundatti,Saundatti,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,105879,2018-07-04T00:00:00+05:30,2018-07-09T00:00:00+05:30,2018-07-04T00:00:00+05:30,49-105879,69155-3,38.0,47.0,1
2382,Gonibeedu A,860400,2,Moodigere,Gonibeedu,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,296759,2019-03-05T00:00:00+05:30,2019-03-08T00:00:00+05:30,2019-03-05T00:00:00+05:30,6-296759,860400-2,38.0,6.0,1
2383,Hospete,433512,6,Hosapete,KANCHUGARAPETE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,173325,2018-09-11T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-11T00:00:00+05:30,113-173325,433512-6,38.0,105.0,1
2384,HONNAVARA,410606,9,Nagamangala,BINDIGANAVILE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,154235,2018-11-16T000000+0530,2018-11-21T000000+0530,2018-11-16T000000+0530,109-154235,410606-9,38.0,101.0,1
2385,Alnavar,732366,11,Dandeli,Alnavara,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,211621,2018-11-09T000000+0530,2018-11-15T000000+0530,2018-11-09T000000+0530,13-211621,732366-11,38.0,13.0,1
2386,Dargajogihalli,477234,3,Doddaballapur,Kasaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,164831,2018-09-21T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-21T00:00:00+05:30,122-164831,477234-3,38.0,114.0,1
2387,LAKSHMIPURA,591349,8,Ramanagara,KOOTAGAL,13000,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,602535,2018-09-14T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-14T00:00:00+05:30,147-602535,591349-8,36.0,136.0,1
2388,Ballagere,62,2,Tumkur,Hebbur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,138386,2019-03-20T00:00:00+05:30,2019-03-21T00:00:00+05:30,2019-03-20T00:00:00+05:30,61-138386,62-2,38.0,59.0,1
2389,Kodagihalli,20901,3,Turuvekere,Kasaba,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,110661,2018-07-03T00:00:00+05:30,2018-07-05T00:00:00+05:30,2018-07-03T00:00:00+05:30,58-110661,20901-3,36.0,56.0,1
2390,Sirigere,327353,12,Chitradurga,Sirigere,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,247786,2018-06-12T00:00:00+05:30,2018-06-12T00:00:00+05:30,2018-06-12T00:00:00+05:30,81-247786,327353-12,38.0,78.0,1
2391,Kemmannu,670746,6,Udupi,Malpe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,844641,2019-04-18T00:00:00+05:30,2019-04-18T00:00:00+05:30,2019-04-18T00:00:00+05:30,11-844641,670746-6,38.0,11.0,1
2392,Bilgi,511283,3,Bagalakote,Bilgi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,81537,2018-09-10T00:00:00+05:30,2018-09-12T00:00:00+05:30,2018-09-10T00:00:00+05:30,129-81537,511283-3,38.0,120.0,1
2393,HUNDIPURA,245807,3,Gundlupet,SHIVAPURA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,197000,2019-01-09T00:00:00+05:30,2019-01-16T00:00:00+05:30,2019-01-09T00:00:00+05:30,75-197000,245807-3,43.0,72.0,1
2394,Kathalagere,284153,6,Channagere,Thyavanige,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,190815,2018-09-19T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-19T00:00:00+05:30,91-190815,284153-6,38.0,88.0,1
2395,Gubbi,12825,14,Gubbi,Kadaba,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,86828,2017-10-25T00:00:00+05:30,2017-10-26T00:00:00+05:30,2017-10-25T00:00:00+05:30,60-86828,12825-14,43.0,58.0,1
2396,S/o Sinakulal Gowdakoppa Kodur,786464,1,Hosanagar,Koduru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,315916,2018-09-24T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-24T00:00:00+05:30,15-315916,786464-1,38.0,15.0,1
2397,Nuggikeri,103460,1,Dharwad,Nuggikeri,10000,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,248581,2019-01-23T00:00:00+05:30,2019-01-25T00:00:00+05:30,2019-01-23T00:00:00+05:30,30-248581,103460-1,43.0,30.0,1
2398,Kelageri,104449,12,Dharwad,Mugad,1300,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,144267,2017-12-08T00:00:00+05:30,2017-12-12T00:00:00+05:30,2017-12-08T00:00:00+05:30,30-144267,104449-12,37.0,30.0,1
2399,Kodiyala,201590,5,Krishnarajnagara,MIRLE,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,166980,2019-03-16T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-16T00:00:00+05:30,71-166980,201590-5,43.0,68.0,1
2400,Konnur,1020180,9,Gokak,Konnur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,183133,2018-07-21T00:00:00+05:30,2018-07-23T00:00:00+05:30,2018-07-21T00:00:00+05:30,47-183133,1020180-9,38.0,45.0,1
2401,Bilgi,511305,16,Bagalakote,Bilgi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,81535,2018-09-10T00:00:00+05:30,2018-09-12T00:00:00+05:30,2018-09-10T00:00:00+05:30,129-81535,511305-16,38.0,120.0,1
2402,Hattargi,97327,10,Hukkeri,Hebbal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,166375,2018-08-29T00:00:00+05:30,2018-09-05T00:00:00+05:30,2018-08-29T00:00:00+05:30,46-166375,97327-10,38.0,44.0,1
2403,AKKIHEBBALU,381183,11,Krishnarajapete,AKKIHEBBALU,11000,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,100014,2017-10-14T00:00:00+05:30,2017-10-18T00:00:00+05:30,2017-10-14T00:00:00+05:30,103-100014,381183-11,43.0,95.0,1
2404,Kankatta,915420,1,Homnabad,Chandanhalli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,165855,2019-01-10T00:00:00+05:30,2019-01-15T00:00:00+05:30,2019-01-10T00:00:00+05:30,154-165855,915420-1,38.0,142.0,1
2405,Gondhihalli,7654,10,Madhugiri,PURAVARA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,95804,2019-03-09T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-09T00:00:00+05:30,62-95804,7654-10,38.0,60.0,1
2406,Shidlehalli,25023,7,Tiptur,KARADI,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,86029,2017-12-30T00:00:00+05:30,2018-01-03T00:00:00+05:30,2017-12-30T00:00:00+05:30,57-86029,25023-7,50.0,55.0,1
2407,Koppa gramanthra,850886,14,Koppa,Koppa Kasaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,274257,2018-01-16T00:00:00+05:30,2018-01-19T00:00:00+05:30,2018-01-16T00:00:00+05:30,22-274257,850886-14,38.0,22.0,1
2408,KANNAMANGALA,481401,6,Devanahalli,DEVANAHALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,154907,2018-07-21T00:00:00+05:30,2018-07-24T00:00:00+05:30,2018-07-21T00:00:00+05:30,123-154907,481401-6,38.0,115.0,1
2409,Sitalgera,915558,10,Homnabad,Mannnakhelli,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,129093,2018-08-30T00:00:00+05:30,2018-09-04T00:00:00+05:30,2018-08-30T00:00:00+05:30,154-129093,915558-10,38.0,142.0,1
2410,KALKERE,370572,4,Channarayapatna,KALKERE,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,179825,2017-12-29T00:00:00+05:30,2018-01-05T00:00:00+05:30,2017-12-29T00:00:00+05:30,101-179825,370572-4,37.0,93.0,1
2411,Bemmathi,207041,5,Arkalgud,KONANUR,12500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,175709,2018-09-28T00:00:00+05:30,2018-09-28T00:00:00+05:30,2018-09-28T00:00:00+05:30,68-175709,207041-5,36.0,65.0,1
2412,Shettihalli,758183,6,Shimoga,Pillangeri,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,735830,2019-03-07T00:00:00+05:30,2019-03-11T00:00:00+05:30,2019-03-07T00:00:00+05:30,23-735830,758183-6,50.0,23.0,1
2413,kamalapur,431597,5,Hosapete,KAMALAPUR,9500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,175941,2018-09-23T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-23T00:00:00+05:30,113-175941,431597-5,43.0,105.0,1
2414,Maradimath,76467,5,Gokak,Mallapura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,192505,2018-09-17T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-17T00:00:00+05:30,47-192505,76467-5,38.0,45.0,1
2415,GOWDAGERE,372159,1,Channarayapatna,HIRISAVE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,230510,2018-12-26T00:00:00+05:30,2019-01-01T00:00:00+05:30,2018-12-26T00:00:00+05:30,101-230510,372159-1,38.0,93.0,1
2416,Satihal,941095,2,Basavan Bagevadi,Ingaleshwar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,67105,2019-01-10T00:00:00+05:30,2019-01-14T00:00:00+05:30,2019-01-10T00:00:00+05:30,159-67105,941095-2,38.0,147.0,1
2417,BELANJE,661036,12,Karkala,HEBRI,20000,Solar Light Selco,SB4HLS,4 CFL,SKDRDP,SELCO,878099,2018-07-23T00:00:00+05:30,2018-07-27T00:00:00+05:30,2018-07-23T00:00:00+05:30,3-878099,661036-12,44.0,3.0,1
2418,Mailanahalli,310413,4,Challakere,Renukapura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,242752,2019-01-17T00:00:00+05:30,2019-01-21T00:00:00+05:30,2019-01-17T00:00:00+05:30,77-242752,310413-4,38.0,74.0,1
2419,Rampura,305878,8,Molakalmuru,Rampura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,93218,2018-09-01T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-09-01T00:00:00+05:30,82-93218,305878-8,38.0,79.0,1
2420,RAMPURA,595908,5,Channapatna,THITTAMARANAHALLI,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,84036,2017-10-18T00:00:00+05:30,2017-10-26T00:00:00+05:30,2017-10-18T00:00:00+05:30,148-84036,595908-5,37.0,137.0,1
2421,Yamagumba,210054,7,Hunsur,KARNAKUPPE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,144426,2018-09-15T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-15T00:00:00+05:30,72-144426,210054-7,38.0,69.0,1
2422,NALIGANAHALLI,48187,8,Pavagada,KOTAGUDDA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,76599,2018-11-01T000000+0530,2018-11-07T000000+0530,2018-11-01T000000+0530,53-76599,48187-8,38.0,51.0,1
2423,BANNUR,73512,5,Ramdurg,SALAHALLI,8000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,101987,2018-07-02T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-07-02T00:00:00+05:30,48-101987,73512-5,35.0,46.0,1
2424,Baraguru,31078,7,Chiknayakanahalli,Kuppuru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,113986,2018-12-31T00:00:00+05:30,2019-01-02T00:00:00+05:30,2018-12-31T00:00:00+05:30,56-113986,31078-7,38.0,54.0,1
2425,Arshingeri,744726,4,Yellapur-Mundgod,Indur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,216601,2018-01-19T00:00:00+05:30,2018-01-24T00:00:00+05:30,2018-01-19T00:00:00+05:30,39-216601,744726-4,38.0,39.0,1
2426,Kachapur,982033,4,Jevargi,Yadrami,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,67956,2019-02-28T00:00:00+05:30,2019-03-07T00:00:00+05:30,2019-02-28T00:00:00+05:30,167-67956,982033-4,38.0,155.0,1
2427,Sathooru,103821,2,Dharwad,Vidyagiri,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,247043,2018-12-28T00:00:00+05:30,2019-01-04T00:00:00+05:30,2018-12-28T00:00:00+05:30,30-247043,103821-2,38.0,30.0,1
2428,Maniknagar,915878,6,Homnabad,Humanabad,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,160723,2018-11-12T000000+0530,2018-11-23T000000+0530,2018-11-12T000000+0530,154-160723,915878-6,38.0,142.0,1
2429,Gundgurthi,1001867,1,Shahpur,Hattigudur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,90697,2019-03-16T00:00:00+05:30,2019-03-22T00:00:00+05:30,2019-03-16T00:00:00+05:30,171-90697,1001867-1,38.0,159.0,1
2430,Lingadahalli,281501,4,Channagere,Lingadahalli,11300,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,286422,2018-11-15T000000+0530,2018-11-19T000000+0530,2018-11-15T000000+0530,91-286422,281501-4,36.0,88.0,1
2431,WARD NO. 15,596912,10,Channapatna,CHANNAPATNA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,121663,2018-07-25T00:00:00+05:30,2018-07-27T00:00:00+05:30,2018-07-25T00:00:00+05:30,148-121663,596912-10,38.0,137.0,1
2432,Ranganathapura,320972,1,Hiriyur,Adivala,21000,Solar Light Selco,BH4HLS,2 CFL + 1 Fan,SKDRDP,SELCO,178841,2018-01-18T00:00:00+05:30,2018-01-18T00:00:00+05:30,2018-01-18T00:00:00+05:30,79-178841,320972-1,23.0,76.0,1
2433,Suguturu,567341,2,Kolar,Sugutur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168160,2018-01-09T00:00:00+05:30,2018-01-11T00:00:00+05:30,2018-01-09T00:00:00+05:30,142-168160,567341-2,38.0,131.0,1
